17442, 19971 3304 21414 21943
20690 17459 21166 20513 19876
6927 13821 14955 19084 17413
23083 23300 21301 20288 20936
20690 19707 23152 20288 19319
20708 5722 18805 20549 22065
19228 20703 17730 21408 2913
19319 21234 16911 19084 20690
22065 23040 21414 20193 21276
17459 14343 20275 14626 18659
19876 18220 21608 19319 16480
18659 19324 20288 174 20778
20690 19084 2550 5875 2608
1680 3143 8367 5910 15760
10286 17409 17336 9553 13947
13400 9183 18141 18986 21420
20020 18847 18853 19712 19481
19773 22223 16466 19744 19777
19084 19624 22595 8054 23300
303 23300 14493 18141 21106
19624 17831 18853 22520 20797
410 20406 11560 21271 14539
17955 17627 18607 21271 20584
14493 15586 16512 16273 16512
17955 22065 20187 10059 20036
18703 15875 20338 19324 8516
15586 15586 14798 21233 22849
18839 1857 18707 18707 15374
1827 2179 22411 18353 985
22863 23225 20252 2179 18707
21838 22043 21806 17340 21232
756 21161 1525 18421 22845
18324 21472 22802 22244 1186
314 20275 23341 393 21867
23286 20397 22424 20288 1433
22264 18891 158 20612 19291
977 20557 22336 159 12026
23098 393 19216 1142 22227
1281 22007 13473 19381 1372
22690 19359 20990 1057 20687
6995 14264 11646 18782 14121
4096 15677 2684 19645 394
267 17192 1276 1211 1617
952 1429 23266 1919 2286
2251 1835 1332 193 2182
21926 22399 21377 1124 21382
950 2296 2167 2318 1543
2256 2274 20865 272 1819
23114 859 21117 1254 19152
18340 1008 23175 22003 2673
5303 10527 20052 1382 14015
15358 15798 11533 22988 22637
22340 902 1247 23122 548
23563 1832 646 2210 3117
8533 20464 9776 21795 1242
22650 22641 2375 916 23316
372 20714 23376 964 1925
1779 537 214 916 20508
20736 22994 23362 18799 401
1662 2246 1806 21709 907
2140 323 2516 152 692
600 1902 22502 191 703
475 2163 1070 23150 1734
1863 21722 1044 1865 602
21352 1196 2018 1375 1952
1535 1690 22945 21690 770
11574 1714 21399 7570 4921
5175 14494 12839 13296 14235
21119 11978 682 22608 19500
23161 7847 16673 17577 884
21557 22740 20872 22345 20874
21095 15989 17463 15604 9066
14740 21464 21432 4143 18336
20502 21123 23164 22059 23173
1434 21081 19703 22466 20171
1933 1688 21999 9704 13901
17243 20523 22207 20541 1946
22521 1162 22615 19774 21120
225 21524 1374 1893 23135
22074 28 22897 23450 19908
19862 22934 22256 21516 2247
2153 2097 457 23194 21769
19975 2639 1369 2212 1800
1935 2382 840 2066 2150
2448 2515 22406 57 389
1655 2522 2263 2160 2641
1778 19575 19876 23397 19958
23413 16953 22964 23282 9637
1711 21170 22791 22172 20051
14872 20192 20802 20847 23356
2055 18595 17267 23397 18758
2055 11939 375 20381 21207
265 395 396 20169 15616
21080 19806 21386 22086 20017
19837 12883 22743 21047 481
18453 21446 20228 295 16979
23536 17289 21846 14510 21446
21845 23563 23536 11866 21844
15737 15292 21008 22737 20586
23397 22576 21512 21470 16321
13117 5264 3903 4670 17630
20239 1424 22856 7661 20407
8176 14240 3360 20962 22507
22450 21444 22136 22577 22649
22347 523 23372 22671 21433
22660 15721 21527 55 20505
20875 1618 23508 22199 21007
22487 22232 21717 22929 20186
